*
time	TMax	Z	zeta	temperature	Y-AR	Y-O	Y-O2	Y-H	Y-OH	Y-H2	Y-HO2	Y-H2O2	Y-CH	Y-CO	Y-CH2	Y-HCO	Y-1-CH2	Y-CH3	Y-CH2O	Y-CH4	Y-CO2	Y-CH2OH	Y-CH3O	Y-CH3OH	Y-C2H	Y-C2H2	Y-HCCO	Y-C2H3	Y-CH2CO	Y-C2H4	Y-C2H5	Y-C2H6	Y-H2O	Y-N2	Y-C	Y-HCCOH	Y-N	Y-NO	Y-N2O	Y-NO2	Y-NH	Y-HNO	Y-NH2	Y-NNH	Y-CN	Y-NCO	Y-HCN	Y-HOCN	Y-HNCO	Y-H2CN	Y-HCNN	Y-HCNO	Y-NH3	ProgVar	ZBilger	CMassFrac	HMassFrac	OMassFrac	ZBarlow	density	chi	SumMH	Cp	mu	lambdaOverCp	W	ProdRateProgVar	ProdRateCO2	ProdRateH2O	ProdRateH2	ProdRateCO	TotalEnthalpy	TotalEnthalpy2	MonitorFunc	ProdRate-NO	ProdRatePos-NO	ProdRateNeg-NO	ProdRateNegOverYNO-NO	ProdRate-CH4	ProdRatePos-CH4	ProdRateNeg-CH4	ProdRateNegOverYNO-CH4	
15.72	2105.08	0.177	0.177	2059.21	1.4782e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.69989e-07	5.74569e-08	1.4689e-10	8.10172e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.38759e-08	8.00132e-05	1.54654e-07	1.4876e-08	1.30959e-08	2.29042e-08	1.22198e-08	1.07878e-08	8.49623e-09	4.07472e-08	1.79266e-06	1.22795e-08	3.06263e-07	1.64927e-11	5.16612e-12	1.67201e-08	1.47881e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301468	0.054483	-0.0243362	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.73	2105.08	0.177	0.177	2059.21	1.47173e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.69989e-07	5.74569e-08	1.4689e-10	8.10172e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.38759e-08	8.00135e-05	1.54654e-07	1.48761e-08	1.30959e-08	2.29043e-08	1.22199e-08	1.07878e-08	8.49625e-09	4.07473e-08	1.79266e-06	1.22796e-08	3.06264e-07	1.64928e-11	5.16612e-12	1.67201e-08	1.47881e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301469	0.0544832	-0.0243362	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.74	2105.08	0.177	0.177	2059.21	1.46528e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.69989e-07	5.74569e-08	1.4689e-10	8.10172e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.3876e-08	8.00138e-05	1.54654e-07	1.48761e-08	1.3096e-08	2.29044e-08	1.22199e-08	1.07878e-08	8.49628e-09	4.07475e-08	1.79267e-06	1.22796e-08	3.06265e-07	1.64928e-11	5.16612e-12	1.67202e-08	1.47882e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.030147	0.0544833	-0.0243363	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.75	2105.08	0.177	0.177	2059.21	1.45887e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.69989e-07	5.74569e-08	1.4689e-10	8.10172e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.3876e-08	8.00141e-05	1.54654e-07	1.48762e-08	1.3096e-08	2.29044e-08	1.222e-08	1.07878e-08	8.4963e-09	4.07476e-08	1.79267e-06	1.22797e-08	3.06266e-07	1.64928e-11	5.16612e-12	1.67203e-08	1.47882e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.030147	0.0544835	-0.0243364	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.76	2105.08	0.177	0.177	2059.21	1.45248e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.74569e-08	1.4689e-10	8.10172e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.3876e-08	8.00143e-05	1.54654e-07	1.48762e-08	1.3096e-08	2.29045e-08	1.222e-08	1.07878e-08	8.49633e-09	4.07477e-08	1.79268e-06	1.22797e-08	3.06267e-07	1.64929e-11	5.16612e-12	1.67203e-08	1.47883e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301471	0.0544836	-0.0243365	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.77	2105.08	0.177	0.177	2059.21	1.44612e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.74569e-08	1.4689e-10	8.10172e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.38761e-08	8.00146e-05	1.54654e-07	1.48763e-08	1.30961e-08	2.29046e-08	1.222e-08	1.07878e-08	8.49635e-09	4.07478e-08	1.79268e-06	1.22797e-08	3.06268e-07	1.64929e-11	5.16612e-12	1.67204e-08	1.47883e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301472	0.0544837	-0.0243366	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.78	2105.08	0.177	0.177	2059.21	1.43979e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.74569e-08	1.4689e-10	8.10172e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.38761e-08	8.00149e-05	1.54654e-07	1.48763e-08	1.30961e-08	2.29047e-08	1.22201e-08	1.07878e-08	8.49638e-09	4.07479e-08	1.79269e-06	1.22798e-08	3.06269e-07	1.6493e-11	5.16612e-12	1.67205e-08	1.47884e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301472	0.0544839	-0.0243367	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.79	2105.08	0.177	0.177	2059.21	1.43348e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.74569e-08	1.4689e-10	8.10173e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.38761e-08	8.00152e-05	1.54654e-07	1.48764e-08	1.30962e-08	2.29047e-08	1.22201e-08	1.07878e-08	8.4964e-09	4.07481e-08	1.79269e-06	1.22798e-08	3.0627e-07	1.6493e-11	5.16612e-12	1.67205e-08	1.47884e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301473	0.054484	-0.0243368	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
1.58	1613.07	0.177	0.177	1266.26	7.06776e-24	2.03851e-07	0.133743	3.84985e-08	7.19051e-07	0.000133101	2.17586e-05	1.96206e-06	1.7772e-14	0.00735122	1.48006e-09	4.02612e-08	1.0729e-10	8.11709e-05	0.000693954	0.0311681	0.00310508	7.94557e-10	1.11983e-07	5.10201e-05	6.88049e-13	1.18687e-05	4.7954e-10	3.26192e-09	1.35464e-06	0.000377367	2.65863e-07	0.000577318	0.0949776	0.727702	3.61188e-19	8.76629e-08	2.471e-15	5.34532e-09	8.57226e-08	6.19768e-10	4.37683e-14	1.32006e-12	3.64447e-13	8.19766e-13	2.42707e-16	1.46155e-12	2.77295e-09	9.10965e-12	3.18306e-10	9.40965e-16	5.14556e-16	3.97245e-11	9.81394e-12	0.105567	0.177	0.177	0.177	-6.21364e+27	0.177	0.251089	59	-5.77461e+06	1451.79	4.89877e-05	6.19392e-05	26.4353	0.359675	0.0152997	0.235351	0.00822907	0.100795	-225222	-225228	8.73565	-4.35896e-07	1.37419e-07	-5.73316e-07	-107.256	-0.238063	0.0944463	-0.332509	-10.6683	
15.8	2105.08	0.177	0.177	2059.21	1.4272e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.74569e-08	1.4689e-10	8.10173e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41761e-09	1.38762e-08	8.00155e-05	1.54654e-07	1.48764e-08	1.30962e-08	2.29048e-08	1.22201e-08	1.07878e-08	8.49642e-09	4.07482e-08	1.7927e-06	1.22798e-08	3.06271e-07	1.64931e-11	5.16612e-12	1.67206e-08	1.47885e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8638	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301473	0.0544842	-0.0243369	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.81	2105.08	0.177	0.177	2059.21	1.42096e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.74569e-08	1.4689e-10	8.10173e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38762e-08	8.00157e-05	1.54654e-07	1.48765e-08	1.30962e-08	2.29049e-08	1.22202e-08	1.07878e-08	8.49645e-09	4.07483e-08	1.7927e-06	1.22799e-08	3.06272e-07	1.64931e-11	5.16612e-12	1.67206e-08	1.47885e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301474	0.0544843	-0.0243369	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.82	2105.08	0.177	0.177	2059.21	1.41473e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56762e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38762e-08	8.0016e-05	1.54654e-07	1.48766e-08	1.30963e-08	2.29049e-08	1.22202e-08	1.07878e-08	8.49647e-09	4.07484e-08	1.79271e-06	1.22799e-08	3.06273e-07	1.64932e-11	5.16612e-12	1.67207e-08	1.47886e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301475	0.0544845	-0.024337	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.83	2105.08	0.177	0.177	2059.21	1.40854e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38762e-08	8.00163e-05	1.54654e-07	1.48766e-08	1.30963e-08	2.2905e-08	1.22202e-08	1.07878e-08	8.4965e-09	4.07485e-08	1.79271e-06	1.22799e-08	3.06273e-07	1.64932e-11	5.16612e-12	1.67208e-08	1.47886e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301475	0.0544846	-0.0243371	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.84	2105.08	0.177	0.177	2059.21	1.40237e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38763e-08	8.00166e-05	1.54654e-07	1.48767e-08	1.30963e-08	2.29051e-08	1.22203e-08	1.07878e-08	8.49652e-09	4.07486e-08	1.79272e-06	1.228e-08	3.06274e-07	1.64933e-11	5.16612e-12	1.67208e-08	1.47887e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301476	0.0544848	-0.0243372	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.85	2105.08	0.177	0.177	2059.21	1.39623e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38763e-08	8.00169e-05	1.54654e-07	1.48767e-08	1.30963e-08	2.29052e-08	1.22203e-08	1.07878e-08	8.49654e-09	4.07488e-08	1.79272e-06	1.228e-08	3.06275e-07	1.64933e-11	5.16612e-12	1.67209e-08	1.47887e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301477	0.0544849	-0.0243373	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.86	2105.08	0.177	0.177	2059.21	1.39012e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38763e-08	8.00171e-05	1.54654e-07	1.48767e-08	1.30964e-08	2.29052e-08	1.22204e-08	1.07878e-08	8.49657e-09	4.07489e-08	1.79273e-06	1.228e-08	3.06276e-07	1.64934e-11	5.16612e-12	1.67209e-08	1.47888e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301477	0.0544851	-0.0243374	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.87	2105.08	0.177	0.177	2059.21	1.38403e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65641e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38764e-08	8.00174e-05	1.54654e-07	1.48768e-08	1.30964e-08	2.29053e-08	1.22204e-08	1.07878e-08	8.49659e-09	4.0749e-08	1.79273e-06	1.22801e-08	3.06277e-07	1.64934e-11	5.16612e-12	1.6721e-08	1.47888e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301478	0.0544852	-0.0243374	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.88	2105.08	0.177	0.177	2059.21	1.37797e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38764e-08	8.00177e-05	1.54654e-07	1.48768e-08	1.30964e-08	2.29054e-08	1.22204e-08	1.07878e-08	8.49661e-09	4.07491e-08	1.79274e-06	1.22801e-08	3.06278e-07	1.64935e-11	5.16612e-12	1.67211e-08	1.47889e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301478	0.0544854	-0.0243375	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.89	2105.08	0.177	0.177	2059.21	1.37194e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38764e-08	8.0018e-05	1.54654e-07	1.48769e-08	1.30965e-08	2.29055e-08	1.22205e-08	1.07878e-08	8.49664e-09	4.07492e-08	1.79274e-06	1.22801e-08	3.06279e-07	1.64935e-11	5.16612e-12	1.67211e-08	1.47889e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301479	0.0544855	-0.0243376	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
1.59	1623.19	0.177	0.177	1270.63	7.03802e-24	2.29502e-07	0.133159	4.36143e-08	8.06869e-07	0.000139206	2.26776e-05	1.99899e-06	2.45353e-14	0.00757799	1.79248e-09	4.54971e-08	1.29714e-10	8.74406e-05	0.000704291	0.0309522	0.00325197	9.14942e-10	1.22984e-07	5.19046e-05	8.36313e-13	1.25319e-05	5.83812e-10	3.76213e-09	1.46327e-06	0.000384267	3.00245e-07	0.000587565	0.0953612	0.727702	5.67617e-19	9.1005e-08	3.91627e-15	6.28555e-09	8.78273e-08	6.67589e-10	6.09348e-14	1.77349e-12	5.01188e-13	9.35833e-13	3.38222e-16	2.01688e-12	3.3647e-09	1.08459e-11	3.82365e-10	1.27992e-15	7.0357e-16	4.88062e-11	1.16705e-11	0.10633	0.177	0.177	0.177	-6.21364e+27	0.177	0.25019	59	-6.53979e+06	1452.73	4.91034e-05	6.20943e-05	26.4315	0.405436	0.0173251	0.264761	0.00938965	0.11396	-225222	-225228	9.25767	-5.27783e-07	1.69876e-07	-6.97659e-07	-110.994	-0.268085	0.1054	-0.373485	-12.0665	
15.9	2105.08	0.177	0.177	2059.21	1.36593e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38765e-08	8.00182e-05	1.54654e-07	1.4877e-08	1.30965e-08	2.29055e-08	1.22205e-08	1.07878e-08	8.49666e-09	4.07493e-08	1.79275e-06	1.22802e-08	3.0628e-07	1.64935e-11	5.16612e-12	1.67212e-08	1.47889e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.0301479	0.0544856	-0.0243377	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.91	2105.08	0.177	0.177	2059.21	1.35995e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38765e-08	8.00185e-05	1.54654e-07	1.4877e-08	1.30966e-08	2.29056e-08	1.22205e-08	1.07878e-08	8.49668e-09	4.07494e-08	1.79275e-06	1.22802e-08	3.0628e-07	1.64936e-11	5.16612e-12	1.67212e-08	1.4789e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.28179	-1.22123	-13.0896	-225222	-225198	17.464	0.030148	0.0544858	-0.0243378	-304.152	-0.00751437	0.00242186	-0.00993623	-156827	
15.92	2105.08	0.177	0.177	2059.21	1.35399e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25369e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38765e-08	8.00188e-05	1.54654e-07	1.4877e-08	1.30966e-08	2.29057e-08	1.22206e-08	1.07878e-08	8.49671e-09	4.07495e-08	1.79276e-06	1.22802e-08	3.06281e-07	1.64936e-11	5.16612e-12	1.67213e-08	1.47891e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301481	0.0544859	-0.0243379	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
15.93	2105.08	0.177	0.177	2059.21	1.34806e-26	0.00148628	0.0186174	0.000234102	0.0059064	0.00129178	4.853e-06	1.10661e-06	3.10101e-09	0.0197023	1.59052e-08	4.91555e-08	1.5349e-09	7.32747e-08	1.91315e-07	6.33579e-08	0.0734434	1.3733e-09	1.17958e-10	1.85397e-09	2.65642e-09	3.6999e-07	5.7457e-08	1.4689e-10	8.10173e-08	5.56761e-10	1.43535e-13	7.25368e-14	0.151565	0.727664	1.79875e-09	8.41762e-09	1.38765e-08	8.0019e-05	1.54654e-07	1.48771e-08	1.30966e-08	2.29057e-08	1.22206e-08	1.07878e-08	8.49673e-09	4.07497e-08	1.79276e-06	1.22803e-08	3.06282e-07	1.64937e-11	5.16612e-12	1.67213e-08	1.47891e-08	0.246003	0.177	0.177	0.177	-6.21365e+27	0.177	0.151108	59	-1.36514e+08	1565.89	6.86164e-05	9.21105e-05	25.8716	12.8347	20.8637	6.2818	-1.22123	-13.0896	-225222	-225198	17.464	0.0301481	0.0544861	-0.0243379	-304.152	-0.00751436	0.00242186	-0.00993623	-156827	
