*
time	TMax	Z	zeta	temperature	Y-AR	Y-O	Y-O2	Y-H	Y-OH	Y-H2	Y-HO2	Y-H2O2	Y-CH	Y-CO	Y-CH2	Y-HCO	Y-1-CH2	Y-CH3	Y-CH2O	Y-CH4	Y-CO2	Y-CH2OH	Y-CH3O	Y-CH3OH	Y-C2H	Y-C2H2	Y-HCCO	Y-C2H3	Y-CH2CO	Y-C2H4	Y-C2H5	Y-C2H6	Y-H2O	Y-N2	Y-C	Y-HCCOH	Y-N	Y-NO	Y-N2O	Y-NO2	Y-NH	Y-HNO	Y-NH2	Y-NNH	Y-CN	Y-NCO	Y-HCN	Y-HOCN	Y-HNCO	Y-H2CN	Y-HCNN	Y-HCNO	Y-NH3	ProgVar	ZBilger	CMassFrac	HMassFrac	OMassFrac	ZBarlow	density	chi	SumMH	Cp	mu	lambdaOverCp	W	ProdRateProgVar	ProdRateCO2	ProdRateH2O	ProdRateH2	ProdRateCO	TotalEnthalpy	TotalEnthalpy2	MonitorFunc	ProdRate-NO	ProdRatePos-NO	ProdRateNeg-NO	ProdRateNegOverYNO-NO	ProdRate-CH4	ProdRatePos-CH4	ProdRateNeg-CH4	ProdRateNegOverYNO-CH4	
7.14	2104.91	0.177	0.177	2059.15	6.36403e-25	0.00148695	0.0186223	0.0002342	0.00590731	0.00129194	4.85487e-06	1.10725e-06	3.09977e-09	0.0197063	1.58938e-08	4.9186e-08	1.53472e-09	7.33518e-08	1.91394e-07	6.35568e-08	0.0734372	1.37468e-09	1.18097e-10	1.85592e-09	2.6515e-09	3.69288e-07	5.73534e-08	1.47711e-10	8.08894e-08	5.62887e-10	1.45021e-13	7.29624e-14	0.151563	0.727665	1.79878e-09	8.39876e-09	1.35358e-08	7.67427e-05	1.54554e-07	1.42678e-08	1.27204e-08	2.20652e-08	1.18023e-08	1.07919e-08	8.23238e-09	3.94657e-08	1.73699e-06	1.1894e-08	2.9614e-07	1.5991e-11	5.16487e-12	1.60196e-08	1.42495e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36626e+08	1565.88	6.8615e-05	9.21098e-05	25.8715	12.8395	20.8925	6.2759	-1.22044	-13.1085	-225222	-225198	17.4639	0.0294836	0.0528338	-0.0233503	-304.267	-0.00754504	0.00242484	-0.00996987	-156866	
7.15	2104.91	0.177	0.177	2059.15	6.33625e-25	0.00148695	0.0186222	0.000234199	0.0059073	0.00129193	4.85486e-06	1.10725e-06	3.09978e-09	0.0197063	1.58939e-08	4.91858e-08	1.53472e-09	7.33513e-08	1.91393e-07	6.35554e-08	0.0734372	1.37467e-09	1.18096e-10	1.85591e-09	2.65153e-09	3.69292e-07	5.73541e-08	1.47705e-10	8.08902e-08	5.62845e-10	1.4501e-13	7.29595e-14	0.151563	0.727665	1.79878e-09	8.39889e-09	1.35373e-08	7.67586e-05	1.54554e-07	1.42708e-08	1.27222e-08	2.20693e-08	1.18042e-08	1.07918e-08	8.23361e-09	3.94717e-08	1.73725e-06	1.18959e-08	2.96187e-07	1.59933e-11	5.16488e-12	1.6023e-08	1.4252e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36625e+08	1565.88	6.8615e-05	9.21098e-05	25.8715	12.8394	20.8923	6.27594	-1.22045	-13.1084	-225222	-225198	17.4641	0.0294866	0.0528417	-0.023355	-304.266	-0.00754482	0.00242481	-0.00996964	-156865	
7.16	2104.91	0.177	0.177	2059.15	6.3086e-25	0.00148694	0.0186222	0.000234198	0.0059073	0.00129193	4.85485e-06	1.10724e-06	3.09979e-09	0.0197063	1.5894e-08	4.91856e-08	1.53472e-09	7.33508e-08	1.91393e-07	6.35541e-08	0.0734372	1.37467e-09	1.18095e-10	1.8559e-09	2.65156e-09	3.69297e-07	5.73548e-08	1.47699e-10	8.08911e-08	5.62803e-10	1.45e-13	7.29565e-14	0.151563	0.727665	1.79878e-09	8.39901e-09	1.35389e-08	7.67743e-05	1.54555e-07	1.42737e-08	1.27239e-08	2.20732e-08	1.18062e-08	1.07918e-08	8.23483e-09	3.94777e-08	1.73751e-06	1.18976e-08	2.96235e-07	1.59956e-11	5.16489e-12	1.60264e-08	1.42546e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36624e+08	1565.88	6.8615e-05	9.21098e-05	25.8715	12.8394	20.8921	6.27598	-1.22045	-13.1083	-225222	-225198	17.4642	0.0294897	0.0528495	-0.0233598	-304.265	-0.00754461	0.00242479	-0.00996941	-156865	
7.17	2104.91	0.177	0.177	2059.15	6.28106e-25	0.00148694	0.0186222	0.000234198	0.00590729	0.00129193	4.85483e-06	1.10724e-06	3.0998e-09	0.0197063	1.58941e-08	4.91853e-08	1.53472e-09	7.33502e-08	1.91392e-07	6.35527e-08	0.0734373	1.37465e-09	1.18094e-10	1.85588e-09	2.6516e-09	3.69302e-07	5.73556e-08	1.47693e-10	8.0892e-08	5.62761e-10	1.4499e-13	7.29536e-14	0.151563	0.727665	1.79878e-09	8.39914e-09	1.35405e-08	7.67901e-05	1.54555e-07	1.42766e-08	1.27257e-08	2.20772e-08	1.18081e-08	1.07918e-08	8.23605e-09	3.94836e-08	1.73776e-06	1.18994e-08	2.96282e-07	1.59979e-11	5.1649e-12	1.60297e-08	1.42571e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36623e+08	1565.88	6.8615e-05	9.21098e-05	25.8715	12.8394	20.892	6.27601	-1.22046	-13.1081	-225222	-225198	17.4644	0.0294928	0.0528572	-0.0233645	-304.264	-0.0075444	0.00242477	-0.00996918	-156865	
7.18	2104.91	0.177	0.177	2059.15	6.25364e-25	0.00148694	0.0186222	0.000234197	0.00590728	0.00129193	4.85482e-06	1.10723e-06	3.09981e-09	0.0197062	1.58941e-08	4.91851e-08	1.53472e-09	7.33497e-08	1.91392e-07	6.35514e-08	0.0734373	1.37465e-09	1.18093e-10	1.85587e-09	2.65163e-09	3.69306e-07	5.73563e-08	1.47688e-10	8.08929e-08	5.62719e-10	1.4498e-13	7.29507e-14	0.151563	0.727665	1.79878e-09	8.39927e-09	1.35421e-08	7.68057e-05	1.54556e-07	1.42795e-08	1.27274e-08	2.20812e-08	1.18101e-08	1.07917e-08	8.23726e-09	3.94895e-08	1.73802e-06	1.19012e-08	2.96329e-07	1.60001e-11	5.16491e-12	1.60331e-08	1.42596e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36622e+08	1565.88	6.8615e-05	9.21098e-05	25.8715	12.8393	20.8917	6.27605	-1.22046	-13.108	-225222	-225198	17.4645	0.0294958	0.052865	-0.0233692	-304.264	-0.0075442	0.00242475	-0.00996895	-156864	
7.19	2104.91	0.177	0.177	2059.15	6.22634e-25	0.00148693	0.0186221	0.000234196	0.00590728	0.00129193	4.85481e-06	1.10723e-06	3.09982e-09	0.0197062	1.58942e-08	4.91849e-08	1.53473e-09	7.33492e-08	1.91391e-07	6.355e-08	0.0734374	1.37464e-09	1.18092e-10	1.85586e-09	2.65166e-09	3.69311e-07	5.73569e-08	1.47682e-10	8.08937e-08	5.62678e-10	1.4497e-13	7.29478e-14	0.151563	0.727665	1.79878e-09	8.3994e-09	1.35436e-08	7.68212e-05	1.54556e-07	1.42824e-08	1.27291e-08	2.20851e-08	1.1812e-08	1.07917e-08	8.23847e-09	3.94954e-08	1.73827e-06	1.1903e-08	2.96375e-07	1.60024e-11	5.16491e-12	1.60364e-08	1.42621e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36622e+08	1565.88	6.8615e-05	9.21098e-05	25.8715	12.8393	20.8916	6.27609	-1.22047	-13.1079	-225222	-225198	17.4647	0.0294988	0.0528727	-0.0233738	-304.263	-0.00754399	0.00242473	-0.00996872	-156864	
7.2	2104.91	0.177	0.177	2059.15	6.19916e-25	0.00148693	0.0186221	0.000234196	0.00590727	0.00129193	4.8548e-06	1.10723e-06	3.09983e-09	0.0197062	1.58943e-08	4.91847e-08	1.53473e-09	7.33487e-08	1.91391e-07	6.35487e-08	0.0734374	1.37463e-09	1.18091e-10	1.85584e-09	2.6517e-09	3.69316e-07	5.73576e-08	1.47677e-10	8.08946e-08	5.62637e-10	1.4496e-13	7.2945e-14	0.151563	0.727665	1.79878e-09	8.39952e-09	1.35452e-08	7.68367e-05	1.54557e-07	1.42853e-08	1.27308e-08	2.2089e-08	1.18139e-08	1.07917e-08	8.23967e-09	3.95012e-08	1.73853e-06	1.19048e-08	2.96422e-07	1.60047e-11	5.16492e-12	1.60398e-08	1.42646e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36621e+08	1565.88	6.8615e-05	9.21098e-05	25.8715	12.8393	20.8914	6.27613	-1.22047	-13.1077	-225222	-225198	17.4648	0.0295018	0.0528803	-0.0233785	-304.262	-0.00754379	0.00242471	-0.0099685	-156864	
0.72	1409.02	0.177	0.177	1206.01	9.97181e-24	3.97968e-08	0.141728	6.9972e-09	1.50144e-07	6.69795e-05	1.21997e-05	1.4527e-06	2.09391e-16	0.00413499	1.04254e-10	7.28009e-09	7.72848e-12	2.80301e-05	0.000534613	0.0341013	0.00134196	1.14105e-10	2.99535e-08	3.72195e-05	4.41537e-14	5.26741e-06	3.15491e-11	4.29695e-10	3.86452e-07	0.000268267	4.74043e-08	0.000421912	0.0896151	0.727702	7.32094e-22	5.22071e-08	6.6934e-18	5.97322e-10	5.33847e-08	2.53398e-10	8.82082e-16	1.75676e-14	2.43356e-15	1.33146e-13	2.37167e-18	5.70059e-15	1.78622e-10	9.13226e-13	3.05208e-11	2.32638e-17	6.98462e-18	2.46309e-12	1.34105e-12	0.0951591	0.177	0.177	0.177	-6.21364e+27	0.177	0.264136	59	-1.01961e+06	1438.28	4.73796e-05	5.98243e-05	26.4857	0.0705397	0.00246517	0.0481038	0.00136116	0.0186096	-225222	-225225	4.36529	-3.02231e-08	9.67492e-09	-3.9898e-08	-66.7949	-0.0482694	0.0198025	-0.0680719	-1.99616	
7.21	2104.92	0.177	0.177	2059.15	6.1721e-25	0.00148692	0.0186221	0.000234195	0.00590727	0.00129193	4.85478e-06	1.10722e-06	3.09983e-09	0.0197061	1.58944e-08	4.91845e-08	1.53473e-09	7.33482e-08	1.9139e-07	6.35474e-08	0.0734375	1.37462e-09	1.1809e-10	1.85583e-09	2.65173e-09	3.6932e-07	5.73583e-08	1.47671e-10	8.08955e-08	5.62596e-10	1.4495e-13	7.29421e-14	0.151563	0.727665	1.79878e-09	8.39965e-09	1.35468e-08	7.68521e-05	1.54557e-07	1.42882e-08	1.27325e-08	2.20929e-08	1.18158e-08	1.07917e-08	8.24086e-09	3.9507e-08	1.73878e-06	1.19065e-08	2.96468e-07	1.60069e-11	5.16493e-12	1.60431e-08	1.42671e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.3662e+08	1565.88	6.8615e-05	9.21098e-05	25.8715	12.8392	20.8912	6.27616	-1.22048	-13.1076	-225222	-225198	17.4649	0.0295048	0.0528879	-0.0233831	-304.261	-0.00754358	0.00242469	-0.00996828	-156864	
7.22	2104.92	0.177	0.177	2059.15	6.14516e-25	0.00148692	0.018622	0.000234194	0.00590726	0.00129193	4.85477e-06	1.10722e-06	3.09984e-09	0.0197061	1.58944e-08	4.91843e-08	1.53473e-09	7.33477e-08	1.9139e-07	6.35461e-08	0.0734375	1.37461e-09	1.18089e-10	1.85582e-09	2.65176e-09	3.69325e-07	5.7359e-08	1.47666e-10	8.08963e-08	5.62556e-10	1.4494e-13	7.29393e-14	0.151563	0.727665	1.79878e-09	8.39977e-09	1.35483e-08	7.68674e-05	1.54558e-07	1.4291e-08	1.27342e-08	2.20968e-08	1.18177e-08	1.07916e-08	8.24205e-09	3.95128e-08	1.73903e-06	1.19083e-08	2.96514e-07	1.60091e-11	5.16494e-12	1.60464e-08	1.42695e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36619e+08	1565.88	6.86151e-05	9.21098e-05	25.8715	12.8392	20.891	6.2762	-1.22048	-13.1075	-225222	-225198	17.4651	0.0295078	0.0528955	-0.0233877	-304.26	-0.00754338	0.00242467	-0.00996806	-156864	
7.23	2104.92	0.177	0.177	2059.15	6.11833e-25	0.00148691	0.018622	0.000234194	0.00590726	0.00129193	4.85476e-06	1.10721e-06	3.09985e-09	0.0197061	1.58945e-08	4.91841e-08	1.53473e-09	7.33472e-08	1.91389e-07	6.35448e-08	0.0734376	1.3746e-09	1.18088e-10	1.85581e-09	2.65179e-09	3.69329e-07	5.73597e-08	1.4766e-10	8.08971e-08	5.62516e-10	1.4493e-13	7.29365e-14	0.151563	0.727665	1.79878e-09	8.39989e-09	1.35498e-08	7.68827e-05	1.54558e-07	1.42938e-08	1.27359e-08	2.21007e-08	1.18196e-08	1.07916e-08	8.24323e-09	3.95186e-08	1.73928e-06	1.191e-08	2.9656e-07	1.60114e-11	5.16494e-12	1.60496e-08	1.4272e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36618e+08	1565.88	6.86151e-05	9.21098e-05	25.8715	12.8392	20.8908	6.27623	-1.22049	-13.1074	-225222	-225198	17.4652	0.0295108	0.052903	-0.0233922	-304.259	-0.00754318	0.00242465	-0.00996784	-156863	
7.24	2104.92	0.177	0.177	2059.15	6.09163e-25	0.00148691	0.018622	0.000234193	0.00590725	0.00129192	4.85475e-06	1.10721e-06	3.09986e-09	0.0197061	1.58946e-08	4.91839e-08	1.53473e-09	7.33467e-08	1.91389e-07	6.35435e-08	0.0734376	1.37459e-09	1.18088e-10	1.85579e-09	2.65182e-09	3.69334e-07	5.73604e-08	1.47655e-10	8.0898e-08	5.62476e-10	1.4492e-13	7.29337e-14	0.151563	0.727665	1.79878e-09	8.40001e-09	1.35514e-08	7.68978e-05	1.54558e-07	1.42967e-08	1.27376e-08	2.21045e-08	1.18215e-08	1.07916e-08	8.24441e-09	3.95243e-08	1.73953e-06	1.19117e-08	2.96605e-07	1.60136e-11	5.16495e-12	1.60529e-08	1.42744e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36618e+08	1565.88	6.86151e-05	9.21098e-05	25.8715	12.8391	20.8906	6.27627	-1.22049	-13.1073	-225222	-225198	17.4654	0.0295137	0.0529105	-0.0233968	-304.258	-0.00754298	0.00242464	-0.00996762	-156863	
7.25	2104.92	0.177	0.177	2059.16	6.06503e-25	0.0014869	0.0186219	0.000234192	0.00590725	0.00129192	4.85474e-06	1.1072e-06	3.09987e-09	0.019706	1.58946e-08	4.91837e-08	1.53473e-09	7.33462e-08	1.91388e-07	6.35422e-08	0.0734376	1.37458e-09	1.18087e-10	1.85578e-09	2.65185e-09	3.69338e-07	5.73611e-08	1.4765e-10	8.08988e-08	5.62436e-10	1.44911e-13	7.2931e-14	0.151563	0.727665	1.79877e-09	8.40014e-09	1.35529e-08	7.69129e-05	1.54559e-07	1.42995e-08	1.27393e-08	2.21084e-08	1.18234e-08	1.07916e-08	8.24558e-09	3.953e-08	1.73977e-06	1.19135e-08	2.96651e-07	1.60158e-11	5.16496e-12	1.60562e-08	1.42768e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36617e+08	1565.88	6.86151e-05	9.21098e-05	25.8715	12.8391	20.8904	6.27631	-1.2205	-13.1071	-225222	-225198	17.4655	0.0295167	0.052918	-0.0234013	-304.258	-0.00754278	0.00242462	-0.0099674	-156863	
7.26	2104.92	0.177	0.177	2059.16	6.03856e-25	0.0014869	0.0186219	0.000234192	0.00590724	0.00129192	4.85472e-06	1.1072e-06	3.09987e-09	0.019706	1.58947e-08	4.91835e-08	1.53474e-09	7.33457e-08	1.91388e-07	6.35409e-08	0.0734377	1.37457e-09	1.18086e-10	1.85577e-09	2.65189e-09	3.69343e-07	5.73617e-08	1.47644e-10	8.08996e-08	5.62397e-10	1.44901e-13	7.29282e-14	0.151563	0.727665	1.79877e-09	8.40025e-09	1.35544e-08	7.69279e-05	1.54559e-07	1.43023e-08	1.2741e-08	2.21122e-08	1.18253e-08	1.07915e-08	8.24675e-09	3.95357e-08	1.74002e-06	1.19152e-08	2.96696e-07	1.6018e-11	5.16497e-12	1.60594e-08	1.42793e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36616e+08	1565.88	6.86151e-05	9.21099e-05	25.8715	12.8391	20.8902	6.27634	-1.2205	-13.107	-225222	-225198	17.4656	0.0295196	0.0529254	-0.0234058	-304.257	-0.00754259	0.0024246	-0.00996719	-156862	
7.27	2104.92	0.177	0.177	2059.16	6.01219e-25	0.0014869	0.0186219	0.000234191	0.00590723	0.00129192	4.85471e-06	1.1072e-06	3.09988e-09	0.019706	1.58948e-08	4.91833e-08	1.53474e-09	7.33452e-08	1.91387e-07	6.35396e-08	0.0734377	1.37456e-09	1.18085e-10	1.85575e-09	2.65192e-09	3.69347e-07	5.73624e-08	1.47639e-10	8.09004e-08	5.62358e-10	1.44892e-13	7.29255e-14	0.151563	0.727665	1.79877e-09	8.40037e-09	1.35559e-08	7.69429e-05	1.5456e-07	1.43051e-08	1.27426e-08	2.2116e-08	1.18271e-08	1.07915e-08	8.24791e-09	3.95413e-08	1.74026e-06	1.19169e-08	2.96741e-07	1.60202e-11	5.16497e-12	1.60626e-08	1.42817e-08	0.245998	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36616e+08	1565.88	6.86151e-05	9.21099e-05	25.8715	12.839	20.89	6.27638	-1.22051	-13.1069	-225222	-225198	17.4658	0.0295225	0.0529328	-0.0234103	-304.256	-0.0075424	0.00242458	-0.00996697	-156862	
7.28	2104.92	0.177	0.177	2059.16	5.98595e-25	0.00148689	0.0186218	0.00023419	0.00590723	0.00129192	4.8547e-06	1.10719e-06	3.09989e-09	0.019706	1.58949e-08	4.91831e-08	1.53474e-09	7.33447e-08	1.91387e-07	6.35384e-08	0.0734378	1.37455e-09	1.18084e-10	1.85574e-09	2.65195e-09	3.69351e-07	5.7363e-08	1.47634e-10	8.09012e-08	5.62319e-10	1.44882e-13	7.29228e-14	0.151563	0.727665	1.79877e-09	8.40049e-09	1.35574e-08	7.69578e-05	1.5456e-07	1.43078e-08	1.27443e-08	2.21197e-08	1.1829e-08	1.07915e-08	8.24907e-09	3.9547e-08	1.74051e-06	1.19186e-08	2.96785e-07	1.60224e-11	5.16498e-12	1.60658e-08	1.42841e-08	0.245999	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36615e+08	1565.88	6.86151e-05	9.21099e-05	25.8715	12.839	20.8899	6.27641	-1.22051	-13.1068	-225222	-225198	17.4659	0.0295254	0.0529402	-0.0234148	-304.255	-0.0075422	0.00242456	-0.00996676	-156862	
7.29	2104.93	0.177	0.177	2059.16	5.95981e-25	0.00148689	0.0186218	0.00023419	0.00590722	0.00129192	4.85469e-06	1.10719e-06	3.0999e-09	0.0197059	1.58949e-08	4.91829e-08	1.53474e-09	7.33442e-08	1.91386e-07	6.35371e-08	0.0734378	1.37455e-09	1.18083e-10	1.85573e-09	2.65198e-09	3.69356e-07	5.73637e-08	1.47629e-10	8.09021e-08	5.62281e-10	1.44873e-13	7.29201e-14	0.151563	0.727665	1.79877e-09	8.40061e-09	1.35589e-08	7.69725e-05	1.54561e-07	1.43106e-08	1.27459e-08	2.21235e-08	1.18308e-08	1.07914e-08	8.25022e-09	3.95526e-08	1.74075e-06	1.19203e-08	2.9683e-07	1.60245e-11	5.16499e-12	1.6069e-08	1.42864e-08	0.245999	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36614e+08	1565.88	6.86151e-05	9.21099e-05	25.8715	12.839	20.8897	6.27645	-1.22052	-13.1067	-225222	-225198	17.466	0.0295283	0.0529475	-0.0234192	-304.254	-0.00754201	0.00242454	-0.00996655	-156862	
7.3	2104.93	0.177	0.177	2059.16	5.93379e-25	0.00148688	0.0186218	0.000234189	0.00590722	0.00129192	4.85468e-06	1.10718e-06	3.0999e-09	0.0197059	1.5895e-08	4.91827e-08	1.53474e-09	7.33437e-08	1.91386e-07	6.35359e-08	0.0734378	1.37454e-09	1.18082e-10	1.85572e-09	2.65201e-09	3.6936e-07	5.73643e-08	1.47624e-10	8.09029e-08	5.62242e-10	1.44864e-13	7.29174e-14	0.151563	0.727665	1.79877e-09	8.40073e-09	1.35604e-08	7.69873e-05	1.54561e-07	1.43133e-08	1.27475e-08	2.21272e-08	1.18326e-08	1.07914e-08	8.25137e-09	3.95581e-08	1.74099e-06	1.19219e-08	2.96874e-07	1.60267e-11	5.165e-12	1.60722e-08	1.42888e-08	0.245999	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36613e+08	1565.88	6.86151e-05	9.21099e-05	25.8715	12.8389	20.8895	6.27648	-1.22052	-13.1065	-225222	-225198	17.4662	0.0295312	0.0529548	-0.0234237	-304.253	-0.00754182	0.00242452	-0.00996634	-156862	
0.73	1409.45	0.177	0.177	1206.15	9.93719e-24	3.99586e-08	0.141709	7.02718e-09	1.50719e-07	6.71225e-05	1.22198e-05	1.45443e-06	2.1169e-16	0.00414329	1.0493e-10	7.31272e-09	7.77812e-12	2.81026e-05	0.000535144	0.0340941	0.0013449	1.1467e-10	3.00557e-08	3.72591e-05	4.44758e-14	5.28087e-06	3.17754e-11	4.32104e-10	3.87799e-07	0.000268684	4.76186e-08	0.000422379	0.0896281	0.727702	7.43382e-22	5.22901e-08	6.7596e-18	5.99488e-10	5.34495e-08	2.53749e-10	8.88668e-16	1.77038e-14	2.45623e-15	1.33754e-13	2.39275e-18	5.76014e-15	1.79387e-10	9.15645e-13	3.06195e-11	2.34179e-17	7.0589e-18	2.47307e-12	1.345e-12	0.0951835	0.177	0.177	0.177	-6.21364e+27	0.177	0.264105	59	-1.02392e+06	1438.31	4.73834e-05	5.98292e-05	26.4856	0.0708279	0.00247775	0.0482921	0.00136727	0.0186908	-225222	-225225	4.37659	-3.03699e-08	9.72837e-09	-4.00983e-08	-66.8875	-0.0484569	0.0198803	-0.0683372	-2.00437	
7.31	2104.93	0.177	0.177	2059.16	5.90789e-25	0.00148688	0.0186218	0.000234189	0.00590721	0.00129192	4.85467e-06	1.10718e-06	3.09991e-09	0.0197059	1.58951e-08	4.91825e-08	1.53474e-09	7.33433e-08	1.91385e-07	6.35347e-08	0.0734379	1.37453e-09	1.18081e-10	1.85571e-09	2.65204e-09	3.69364e-07	5.7365e-08	1.47618e-10	8.09036e-08	5.62204e-10	1.44855e-13	7.29148e-14	0.151563	0.727665	1.79877e-09	8.40084e-09	1.35618e-08	7.70019e-05	1.54561e-07	1.4316e-08	1.27492e-08	2.21309e-08	1.18345e-08	1.07914e-08	8.25251e-09	3.95637e-08	1.74123e-06	1.19236e-08	2.96918e-07	1.60288e-11	5.165e-12	1.60753e-08	1.42912e-08	0.245999	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36612e+08	1565.88	6.86152e-05	9.21099e-05	25.8715	12.8389	20.8893	6.27652	-1.22053	-13.1064	-225222	-225198	17.4663	0.029534	0.0529621	-0.023428	-304.253	-0.00754163	0.0024245	-0.00996613	-156861	
7.32	2104.93	0.177	0.177	2059.16	5.8821e-25	0.00148688	0.0186217	0.000234188	0.00590721	0.00129192	4.85465e-06	1.10717e-06	3.09992e-09	0.0197059	1.58951e-08	4.91823e-08	1.53474e-09	7.33428e-08	1.91385e-07	6.35335e-08	0.0734379	1.37452e-09	1.1808e-10	1.85569e-09	2.65207e-09	3.69368e-07	5.73656e-08	1.47613e-10	8.09044e-08	5.62167e-10	1.44845e-13	7.29122e-14	0.151563	0.727665	1.79877e-09	8.40096e-09	1.35633e-08	7.70165e-05	1.54562e-07	1.43188e-08	1.27508e-08	2.21346e-08	1.18363e-08	1.07914e-08	8.25364e-09	3.95692e-08	1.74147e-06	1.19253e-08	2.96962e-07	1.6031e-11	5.16501e-12	1.60784e-08	1.42935e-08	0.245999	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36612e+08	1565.88	6.86152e-05	9.21099e-05	25.8715	12.8389	20.8892	6.27655	-1.22053	-13.1063	-225222	-225198	17.4664	0.0295369	0.0529693	-0.0234324	-304.252	-0.00754144	0.00242449	-0.00996593	-156861	
7.33	2104.93	0.177	0.177	2059.16	5.85641e-25	0.00148687	0.0186217	0.000234187	0.0059072	0.00129192	4.85464e-06	1.10717e-06	3.09993e-09	0.0197058	1.58952e-08	4.91821e-08	1.53474e-09	7.33423e-08	1.91384e-07	6.35322e-08	0.073438	1.37451e-09	1.1808e-10	1.85568e-09	2.6521e-09	3.69372e-07	5.73662e-08	1.47608e-10	8.09052e-08	5.62129e-10	1.44836e-13	7.29096e-14	0.151563	0.727665	1.79877e-09	8.40107e-09	1.35648e-08	7.7031e-05	1.54562e-07	1.43214e-08	1.27524e-08	2.21383e-08	1.18381e-08	1.07913e-08	8.25477e-09	3.95747e-08	1.74171e-06	1.19269e-08	2.97006e-07	1.60331e-11	5.16502e-12	1.60816e-08	1.42959e-08	0.245999	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.36611e+08	1565.88	6.86152e-05	9.21099e-05	25.8715	12.8388	20.889	6.27658	-1.22053	-13.1062	-225222	-225198	17.4666	0.0295397	0.0529765	-0.0234368	-304.251	-0.00754126	0.00242447	-0.00996572	-156861	
7.34	2104.93	0.177	0.177	2059.16	5.83085e-25	0.00148687	0.0186217	0.000234187	0.0059072	0.00129191	4.85463e-06	1.10717e-06	3.09993e-09	0.0197058	1.58953e-08	4.91819e-08	1.53474e-09	7.33418e-08	1.91384e-07	6.3531e-08	0.073438	1.3745e-09	1.18079e-10	1.85567e-09	2.65213e-09	3.69377e-07	5.73669e-08	1.47603e-10	8.0906e-08	5.62092e-10	1.44827e-13	7.2907e-14	0.151563	0.727665	1.79877e-09	8.40118e-09	1.35662e-08	7.70454e-05	1.54563e-07	1.43241e-08	1.2754e-08	2.2142e-08	1.18399e-08	1.07913e-08	8.2559e-09	3.95802e-08	1.74195e-06	1.19286e-08	2.9705e-07	1.60352e-11	5.16502e-12	1.60846e-08	1.42982e-08	0.245999	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.3661e+08	1565.88	6.86152e-05	9.21099e-05	25.8715	12.8388	20.8888	6.27662	-1.22054	-13.1061	-225222	-225198	17.4667	0.0295425	0.0529836	-0.0234411	-304.25	-0.00754107	0.00242445	-0.00996552	-156861	
7.35	2104.93	0.177	0.177	2059.16	5.80539e-25	0.00148686	0.0186217	0.000234186	0.00590719	0.00129191	4.85462e-06	1.10716e-06	3.09994e-09	0.0197058	1.58953e-08	4.91818e-08	1.53474e-09	7.33414e-08	1.91383e-07	6.35298e-08	0.073438	1.3745e-09	1.18078e-10	1.85566e-09	2.65215e-09	3.69381e-07	5.73675e-08	1.47598e-10	8.09068e-08	5.62055e-10	1.44818e-13	7.29044e-14	0.151563	0.727665	1.79877e-09	8.4013e-09	1.35677e-08	7.70598e-05	1.54563e-07	1.43268e-08	1.27556e-08	2.21456e-08	1.18417e-08	1.07913e-08	8.25702e-09	3.95856e-08	1.74218e-06	1.19302e-08	2.97093e-07	1.60373e-11	5.16503e-12	1.60877e-08	1.43005e-08	0.245999	0.177	0.177	0.177	-6.21365e+27	0.177	0.151112	59	-1.3661e+08	1565.88	6.86152e-05	9.21099e-05	25.8715	12.8388	20.8886	6.27665	-1.22054	-13.106	-225222	-225198	17.4668	0.0295453	0.0529908	-0.0234454	-304.25	-0.00754088	0.00242443	-0.00996532	-156860	
